0.00000000e+00,9.94125777e+00,2.12630860e-07,3.58645298e+00,6.35480458e+00
1.00000000e+01,9.85790810e+00,3.16697844e-08,3.55678376e+00,6.30112431e+00
2.00000000e+01,9.76540648e+00,1.44992820e-08,3.52403404e+00,6.24137243e+00
3.00000000e+01,9.65328729e+00,1.45297465e-08,3.48457718e+00,6.16871010e+00
4.00000000e+01,9.50693847e+00,2.50906409e-08,3.43351984e+00,6.07341861e+00
5.00000000e+01,9.30318755e+00,6.25140876e-08,3.36355948e+00,5.93962801e+00
6.00000000e+01,9.01597365e+00,1.70167384e-07,3.26856067e+00,5.74741281e+00
7.00000000e+01,8.65205517e+00,3.79236456e-07,3.15843961e+00,5.49361519e+00
8.00000000e+01,8.28840490e+00,9.91497423e-07,3.06752896e+00,5.22087494e+00
9.00000000e+01,8.00167339e+00,9.35917074e-07,3.01760277e+00,4.98406968e+00
1.00000000e+02,7.79096122e+00,8.82344148e-07,2.99060836e+00,4.80035198e+00
1.10000000e+02,7.62046813e+00,9.41821494e-07,2.96535481e+00,4.65511237e+00
1.20000000e+02,7.48040194e+00,7.42472349e-07,2.93882222e+00,4.54157897e+00
1.30000000e+02,7.37224667e+00,6.89931699e-07,2.92189699e+00,4.45034899e+00
1.40000000e+02,7.29879578e+00,1.51418066e-06,2.91666153e+00,4.38213273e+00
1.50000000e+02,7.25487694e+00,2.68816298e-06,2.91493785e+00,4.33993640e+00
1.60000000e+02,7.22911445e+00,1.11958122e-06,2.91077725e+00,4.31833608e+00
1.70000000e+02,7.21018486e+00,1.82126631e-06,2.90370988e+00,4.30647316e+00
1.80000000e+02,7.19193636e+00,1.92842116e-06,2.89433084e+00,4.29760360e+00
1.90000000e+02,7.17338117e+00,1.64346772e-06,2.88552515e+00,4.28785437e+00
2.00000000e+02,7.15386109e+00,1.86819217e-06,2.87695357e+00,4.27690566e+00
2.10000000e+02,7.13052085e+00,3.58097995e-06,2.86766800e+00,4.26284927e+00
2.20000000e+02,7.10780225e+00,5.46784688e-06,2.85694898e+00,4.25084780e+00
2.30000000e+02,7.08918232e+00,4.39180945e-06,2.84519022e+00,4.24398770e+00
2.40000000e+02,7.07262730e+00,3.04333030e-06,2.83431848e+00,4.23830577e+00
2.50000000e+02,7.05092556e+00,5.73624524e-06,2.82501862e+00,4.22590120e+00
2.60000000e+02,7.03298073e+00,4.02565901e-06,2.81717654e+00,4.21580016e+00
2.70000000e+02,7.01266424e+00,4.22655089e-06,2.80929168e+00,4.20336833e+00
2.80000000e+02,6.99259997e+00,5.49259594e-06,2.80087140e+00,4.19172307e+00
2.90000000e+02,6.97214487e+00,3.98097717e-06,2.79226009e+00,4.17988080e+00
3.00000000e+02,6.95076706e+00,5.50090620e-06,2.78315865e+00,4.16760291e+00
3.10000000e+02,6.92014463e+00,9.43940179e-06,2.77097854e+00,4.14915665e+00
