0.00000000e+00,9.13066213e+00,1.06938842e+01
1.00000000e+01,7.99079139e+00,9.87652867e+00
2.00000000e+01,6.98600868e+00,8.65281467e+00
3.00000000e+01,7.07359303e+00,7.79270930e+00
4.00000000e+01,6.98019820e+00,7.76088205e+00
5.00000000e+01,7.02006409e+00,7.75855327e+00
6.00000000e+01,6.97809562e+00,7.72395391e+00
7.00000000e+01,6.97340876e+00,7.73934722e+00
8.00000000e+01,7.01355270e+00,7.73028851e+00
9.00000000e+01,6.99952618e+00,7.72445900e+00
1.00000000e+02,6.99856173e+00,7.72236020e+00
1.10000000e+02,7.00353326e+00,7.71190733e+00
1.20000000e+02,6.99805625e+00,7.76118133e+00
1.30000000e+02,6.99861969e+00,7.73270294e+00
1.40000000e+02,6.99594111e+00,7.73569504e+00
1.50000000e+02,6.99262239e+00,7.92953537e+00
1.60000000e+02,6.98525198e+00,7.74000568e+00
1.70000000e+02,6.97144100e+00,7.73423858e+00
1.80000000e+02,6.93277180e+00,7.73408819e+00
1.90000000e+02,7.12620349e+00,7.72960699e+00
2.00000000e+02,6.99961121e+00,7.72663755e+00
2.10000000e+02,6.98838472e+00,7.72571397e+00
2.20000000e+02,7.01759739e+00,7.72621411e+00
2.30000000e+02,6.99867714e+00,7.72352558e+00
2.40000000e+02,6.99892165e+00,7.82439602e+00
2.50000000e+02,7.00311805e+00,8.03621693e+00
2.60000000e+02,6.99805869e+00,7.77911483e+00
2.70000000e+02,6.99783469e+00,7.72283757e+00
2.80000000e+02,6.99667217e+00,7.74178303e+00
2.90000000e+02,6.99354865e+00,7.74158598e+00
3.00000000e+02,6.99051096e+00,7.73154856e+00
3.10000000e+02,6.98535880e+00,7.73412651e+00
3.20000000e+02,6.97732851e+00,7.73588997e+00
3.30000000e+02,6.96313649e+00,7.73362416e+00
3.40000000e+02,6.93242700e+00,7.73235548e+00
3.50000000e+02,7.05196506e+00,7.73244489e+00
3.60000000e+02,7.18448851e+00,7.73192567e+00
3.70000000e+02,7.03169441e+00,7.73087746e+00
3.80000000e+02,6.98554455e+00,7.72976953e+00
3.90000000e+02,7.00436501e+00,7.72852314e+00
4.00000000e+02,7.01065388e+00,7.72680492e+00
4.10000000e+02,7.00344879e+00,7.72466243e+00
4.20000000e+02,7.00166744e+00,7.72188486e+00
4.30000000e+02,7.00387198e+00,8.07652803e+00
4.40000000e+02,7.00455404e+00,8.03432318e+00
4.50000000e+02,7.00283295e+00,7.77495475e+00
4.60000000e+02,7.00196165e+00,7.71700108e+00
4.70000000e+02,7.00210780e+00,7.71970190e+00
4.80000000e+02,7.00183041e+00,8.11570376e+00
4.90000000e+02,7.00121964e+00,7.87504262e+00
5.00000000e+02,7.00058854e+00,7.72599299e+00
5.10000000e+02,7.00000269e+00,7.72495979e+00
5.20000000e+02,6.99926401e+00,7.74035996e+00
5.30000000e+02,6.99841113e+00,7.74461395e+00
5.40000000e+02,6.99739529e+00,7.73369891e+00
5.50000000e+02,6.99617876e+00,8.04272558e+00
5.60000000e+02,6.99465658e+00,8.03629791e+00
5.70000000e+02,6.99273171e+00,7.80067213e+00
5.80000000e+02,6.99025055e+00,7.73066813e+00
5.90000000e+02,6.98694935e+00,7.72889448e+00
6.00000000e+02,6.98240140e+00,7.72768057e+00
6.10000000e+02,6.97619836e+00,7.72640908e+00
6.20000000e+02,6.96732747e+00,7.72463406e+00
6.30000000e+02,6.95363792e+00,7.72353828e+00
6.40000000e+02,6.93067808e+00,7.72334576e+00
6.50000000e+02,6.87677637e+00,7.72313553e+00
6.60000000e+02,7.27315641e+00,7.72290921e+00
6.70000000e+02,7.27277971e+00,7.72266531e+00
6.80000000e+02,7.05847326e+00,7.72240192e+00
6.90000000e+02,6.99864890e+00,8.14081533e+00
7.00000000e+02,6.99595231e+00,8.05942541e+00
7.10000000e+02,7.01163263e+00,7.83365986e+00
7.20000000e+02,7.01053202e+00,7.74124909e+00
7.30000000e+02,7.00250882e+00,7.73715497e+00
7.40000000e+02,6.99989921e+00,7.75531560e+00
7.50000000e+02,7.00158149e+00,7.76747745e+00
7.60000000e+02,7.00323987e+00,7.76529467e+00
7.70000000e+02,7.00319529e+00,7.78486657e+00
7.80000000e+02,7.00234968e+00,8.25031928e+00
7.90000000e+02,7.00171960e+00,8.04517236e+00
8.00000000e+02,7.00141144e+00,7.75794208e+00
8.10000000e+02,7.00113815e+00,7.75778312e+00
8.20000000e+02,7.00075084e+00,7.75709528e+00
8.30000000e+02,7.00029195e+00,7.75633282e+00
8.40000000e+02,6.99980742e+00,7.75567252e+00
8.50000000e+02,6.99929297e+00,7.75504333e+00
8.60000000e+02,6.99872184e+00,7.75432367e+00
8.70000000e+02,6.99807233e+00,7.75345219e+00
8.80000000e+02,6.99733407e+00,7.75242329e+00
8.90000000e+02,6.99649561e+00,7.75122614e+00
9.00000000e+02,6.99553783e+00,7.74982221e+00
9.10000000e+02,6.99448116e+00,7.74822743e+00
9.20000000e+02,6.99330665e+00,7.74638267e+00
9.30000000e+02,6.99196125e+00,7.74417450e+00
9.40000000e+02,6.99038906e+00,7.74146947e+00
9.50000000e+02,6.98852070e+00,7.73809806e+00
9.60000000e+02,6.98626401e+00,7.80451518e+00
9.70000000e+02,6.98348965e+00,7.85256990e+00
9.80000000e+02,6.98000350e+00,7.86024346e+00
9.90000000e+02,6.97550347e+00,7.77098347e+00
1.00000000e+03,6.96949681e+00,7.75665523e+00
1.01000000e+03,6.96149113e+00,7.75559557e+00
1.02000000e+03,7.08273864e+00,7.75799436e+00
1.03000000e+03,7.12510139e+00,7.75944680e+00
1.04000000e+03,7.06832880e+00,7.75946582e+00
1.05000000e+03,7.01738655e+00,7.75886637e+00
1.06000000e+03,6.99750216e+00,7.75840414e+00
1.07000000e+03,6.99592746e+00,7.75820303e+00
1.08000000e+03,6.99996758e+00,7.75808764e+00
1.09000000e+03,7.00324870e+00,7.75791705e+00
1.10000000e+03,7.00421631e+00,7.75762725e+00
1.11000000e+03,7.00363046e+00,7.75729513e+00
1.12000000e+03,7.00295806e+00,7.75695920e+00
1.13000000e+03,7.00252479e+00,7.75661725e+00
1.14000000e+03,7.00234974e+00,7.75626046e+00
1.15000000e+03,7.00225145e+00,7.75587553e+00
1.16000000e+03,7.00209898e+00,7.75545144e+00
1.17000000e+03,7.00190705e+00,7.75498206e+00
1.18000000e+03,7.00169397e+00,7.75446213e+00
1.19000000e+03,7.00148094e+00,7.75388331e+00
1.20000000e+03,7.00126577e+00,7.75323582e+00
1.21000000e+03,7.00104952e+00,7.75254626e+00
1.22000000e+03,7.00082231e+00,7.75179679e+00
1.23000000e+03,7.00057960e+00,8.01264822e+00
1.24000000e+03,7.00031811e+00,8.17998086e+00
1.25000000e+03,7.00003684e+00,8.02904757e+00
1.26000000e+03,6.99973542e+00,7.79834941e+00
1.27000000e+03,6.99941093e+00,7.74625296e+00
1.28000000e+03,6.99906016e+00,7.74455817e+00
1.29000000e+03,6.99868006e+00,7.74254359e+00
1.30000000e+03,6.99826736e+00,7.74011518e+00
1.31000000e+03,6.99784214e+00,7.73729034e+00
1.32000000e+03,6.99739492e+00,7.73394134e+00
1.33000000e+03,6.99691236e+00,7.72979393e+00
1.34000000e+03,6.99638802e+00,7.72449967e+00
1.35000000e+03,6.99581540e+00,7.71944654e+00
1.36000000e+03,6.99518776e+00,7.71921098e+00
1.37000000e+03,6.99449724e+00,7.71896458e+00
1.38000000e+03,6.99373395e+00,7.71870577e+00
1.39000000e+03,6.99288851e+00,7.88294223e+00
1.40000000e+03,6.99194640e+00,7.87475281e+00
1.41000000e+03,6.99094463e+00,7.83314481e+00
1.42000000e+03,6.98986632e+00,7.79279167e+00
1.43000000e+03,6.98866696e+00,7.77616568e+00
1.44000000e+03,6.98731983e+00,7.77089352e+00
1.45000000e+03,6.98579586e+00,7.76968849e+00
1.46000000e+03,6.98405845e+00,7.76915139e+00
1.47000000e+03,6.98206229e+00,7.76859415e+00
1.48000000e+03,6.97975106e+00,7.76815522e+00
1.49000000e+03,6.97704858e+00,7.76783997e+00
1.50000000e+03,6.97385509e+00,7.76760167e+00
1.51000000e+03,6.97021169e+00,7.76742477e+00
1.52000000e+03,6.96597541e+00,7.76727635e+00
1.53000000e+03,6.96087910e+00,7.76711470e+00
1.54000000e+03,6.95461489e+00,7.76691765e+00
1.55000000e+03,6.94675584e+00,7.76668853e+00
1.56000000e+03,6.93669739e+00,7.76643551e+00
1.57000000e+03,6.92350241e+00,7.76616210e+00
1.58000000e+03,6.90567104e+00,7.76587016e+00
1.59000000e+03,7.01714808e+00,7.76555759e+00
1.60000000e+03,7.11856350e+00,7.76522202e+00
1.61000000e+03,7.10402875e+00,7.76488024e+00
1.62000000e+03,7.06097475e+00,7.76452196e+00
1.63000000e+03,7.02763570e+00,7.76413739e+00
1.64000000e+03,7.00831038e+00,7.76372547e+00
1.65000000e+03,6.99979092e+00,7.76327909e+00
1.66000000e+03,6.99802119e+00,7.76279283e+00
1.67000000e+03,6.99876082e+00,7.76226122e+00
1.68000000e+03,7.00036240e+00,7.76167942e+00
1.69000000e+03,7.00196600e+00,7.76103688e+00
1.70000000e+03,7.00309956e+00,7.76032651e+00
1.71000000e+03,7.00380361e+00,7.75957263e+00
1.72000000e+03,7.00415272e+00,7.75876189e+00
1.73000000e+03,7.00429541e+00,7.75786770e+00
1.74000000e+03,7.00434190e+00,7.75686742e+00
1.75000000e+03,7.00434113e+00,7.75573744e+00
1.76000000e+03,7.00432766e+00,7.75445457e+00
1.77000000e+03,7.00430340e+00,7.75298257e+00
1.78000000e+03,7.00427330e+00,7.75127788e+00
1.79000000e+03,7.00423461e+00,7.74928238e+00
1.80000000e+03,7.00418806e+00,7.74691691e+00
1.81000000e+03,7.00414026e+00,7.74420299e+00
1.82000000e+03,7.00408614e+00,7.79412962e+00
1.83000000e+03,7.00402904e+00,7.77972372e+00
1.84000000e+03,7.00396842e+00,7.74831309e+00
1.85000000e+03,7.00390583e+00,7.72821297e+00
1.86000000e+03,7.00384128e+00,7.72125686e+00
1.87000000e+03,7.00377500e+00,7.72005934e+00
1.88000000e+03,7.00370669e+00,7.75966407e+00
1.89000000e+03,7.00363678e+00,7.76362178e+00
1.90000000e+03,7.00356519e+00,7.76275994e+00
1.91000000e+03,7.00349802e+00,7.76544451e+00
1.92000000e+03,7.00342840e+00,7.76726425e+00
1.93000000e+03,7.00335950e+00,7.76676822e+00
1.94000000e+03,7.00328791e+00,7.76655984e+00
1.95000000e+03,7.00321579e+00,7.76622141e+00
1.96000000e+03,7.00314236e+00,7.76589692e+00
1.97000000e+03,7.00306702e+00,7.76603788e+00
1.98000000e+03,7.00298983e+00,7.76620513e+00
1.99000000e+03,7.00291091e+00,7.76621354e+00
2.00000000e+03,7.00282979e+00,7.76617462e+00
2.01000000e+03,7.00275350e+00,7.76607573e+00
2.02000000e+03,7.00267500e+00,7.76593614e+00
2.03000000e+03,7.00259686e+00,7.76577884e+00
2.04000000e+03,7.00251573e+00,7.76559448e+00
2.05000000e+03,7.00243402e+00,7.76539326e+00
2.06000000e+03,7.00234968e+00,7.76518089e+00
2.07000000e+03,7.00226343e+00,7.76495552e+00
2.08000000e+03,7.00217503e+00,7.76471675e+00
2.09000000e+03,7.00208414e+00,7.76446349e+00
2.10000000e+03,7.00199038e+00,7.76419533e+00
2.11000000e+03,7.00190151e+00,7.76392854e+00
2.12000000e+03,7.00181067e+00,7.76365435e+00
2.13000000e+03,7.00171936e+00,7.76336634e+00
2.14000000e+03,7.00162500e+00,7.76306260e+00
2.15000000e+03,7.00152946e+00,7.76274187e+00
2.16000000e+03,7.00143063e+00,7.76240170e+00
2.17000000e+03,7.00132907e+00,7.76204026e+00
2.18000000e+03,7.00122458e+00,7.76165563e+00
2.19000000e+03,7.00111705e+00,7.76124549e+00
2.20000000e+03,7.00100607e+00,7.76080776e+00
2.21000000e+03,7.00089944e+00,7.76036472e+00
2.22000000e+03,7.00079113e+00,7.75990749e+00
2.23000000e+03,7.00068218e+00,7.75942374e+00
2.24000000e+03,7.00056988e+00,7.75890899e+00
2.25000000e+03,7.00045443e+00,7.75835568e+00
2.26000000e+03,7.00033593e+00,7.75776065e+00
2.27000000e+03,6.88900582e+00,7.75712008e+00
