0.00000000e+00,1.12157452e-02,5.04335170e-03,5.31942830e-03,5.09796499e-03,3.74821896e-02
1.00000000e-02,1.05238428e-02,4.88633541e-03,5.14262654e-03,4.93472172e-03,3.70524382e-02
2.00000000e-02,9.92372446e-03,4.75238394e-03,4.98891510e-03,4.79372072e-03,3.66380997e-02
3.00000000e-02,9.40475482e-03,4.64085718e-03,4.85771915e-03,4.67436367e-03,3.62383775e-02
4.00000000e-02,8.95623630e-03,4.55084727e-03,4.74820812e-03,4.57584874e-03,3.58525297e-02
5.00000000e-02,8.56835516e-03,4.48117617e-03,4.65932607e-03,4.49714849e-03,3.54799073e-02
6.00000000e-02,8.23169425e-03,4.43044240e-03,4.58982161e-03,4.43705721e-03,3.51199051e-02
7.00000000e-02,7.93846296e-03,4.39703732e-03,4.53830627e-03,4.39420447e-03,3.47719999e-02
8.00000000e-02,7.68166180e-03,4.37923956e-03,4.50329806e-03,4.36710801e-03,3.44357546e-02
9.00000000e-02,7.45443138e-03,4.37524675e-03,4.48325793e-03,4.35420682e-03,3.41107434e-02
1.00000000e-01,7.25096762e-03,4.38325163e-03,4.47663667e-03,4.35390968e-03,3.37966492e-02
1.10000000e-01,7.06616482e-03,4.40150562e-03,4.48190975e-03,4.36464667e-03,3.34931646e-02
1.20000000e-01,6.89623789e-03,4.42828012e-03,4.49755362e-03,4.38485623e-03,3.32000192e-02
1.30000000e-01,6.73820730e-03,4.46201842e-03,4.52213548e-03,4.41307481e-03,3.29170272e-02
1.40000000e-01,6.58971542e-03,4.50124263e-03,4.55427945e-03,4.44791634e-03,3.26439925e-02
1.50000000e-01,6.44892417e-03,4.54457989e-03,4.59266363e-03,4.48806838e-03,3.23807754e-02
1.60000000e-01,6.31443984e-03,4.59084318e-03,4.63609451e-03,4.53236001e-03,3.21272431e-02
1.70000000e-01,6.18484863e-03,4.63894068e-03,4.68344826e-03,4.57971599e-03,3.18833180e-02
1.80000000e-01,6.05961587e-03,4.68789383e-03,4.73368736e-03,4.62915166e-03,3.16489097e-02
1.90000000e-01,5.93816284e-03,4.73684960e-03,4.78587402e-03,4.67979908e-03,3.14239385e-02
2.00000000e-01,5.82012432e-03,4.78508577e-03,4.83918376e-03,4.73089761e-03,3.12083682e-02
2.10000000e-01,5.70517099e-03,4.83193344e-03,4.89283858e-03,4.78175117e-03,3.10021237e-02
2.20000000e-01,5.59307733e-03,4.87685795e-03,4.94618386e-03,4.83177637e-03,3.08051908e-02
2.30000000e-01,5.48396604e-03,4.91939900e-03,4.99862987e-03,4.88045572e-03,3.06175092e-02
2.40000000e-01,5.37791899e-03,4.95914705e-03,5.04964851e-03,4.92733030e-03,3.04390389e-02
2.50000000e-01,5.27494797e-03,4.99576733e-03,5.09878015e-03,4.97200920e-03,3.02697456e-02
2.60000000e-01,5.17513491e-03,5.02900986e-03,5.14564328e-03,5.01417145e-03,3.01095797e-02
2.70000000e-01,5.07847220e-03,5.05867868e-03,5.18991970e-03,5.05355056e-03,2.99585002e-02
2.80000000e-01,4.98492327e-03,5.08457681e-03,5.23129120e-03,5.08989082e-03,2.98164340e-02
2.90000000e-01,4.89460737e-03,5.10663358e-03,5.26956189e-03,5.12303500e-03,2.96833400e-02
3.00000000e-01,4.80761142e-03,5.12473499e-03,5.30449888e-03,5.15280613e-03,2.95591507e-02
3.10000000e-01,4.72393404e-03,5.13891350e-03,5.33600273e-03,5.17913247e-03,2.94437857e-02
3.20000000e-01,4.64363196e-03,5.14909239e-03,5.36389817e-03,5.20188319e-03,2.93371864e-02
3.30000000e-01,4.56666797e-03,5.15537136e-03,5.38813975e-03,5.22105424e-03,2.92392679e-02
3.40000000e-01,4.49296297e-03,5.15774996e-03,5.40863001e-03,5.23657491e-03,2.91499520e-02
3.50000000e-01,4.42246776e-03,5.15638608e-03,5.42537980e-03,5.24849249e-03,2.90691391e-02
3.60000000e-01,4.35523330e-03,5.15135541e-03,5.43835517e-03,5.25680208e-03,2.89967647e-02
3.70000000e-01,4.29126173e-03,5.14285835e-03,5.44761755e-03,5.26159075e-03,2.89327491e-02
3.80000000e-01,4.23035105e-03,5.13104906e-03,5.45318900e-03,5.26291528e-03,2.88769936e-02
3.90000000e-01,4.17234045e-03,5.11610552e-03,5.45512331e-03,5.26085696e-03,2.88294442e-02
4.00000000e-01,4.11725575e-03,5.09825340e-03,5.45350024e-03,5.25552654e-03,2.87900127e-02
4.10000000e-01,4.06498217e-03,5.07774791e-03,5.44843306e-03,5.24706182e-03,2.87586503e-02
4.20000000e-01,4.01542268e-03,5.05489842e-03,5.44007411e-03,5.23565023e-03,2.87352858e-02
4.30000000e-01,3.96849373e-03,5.02990687e-03,5.42848958e-03,5.22138558e-03,2.87199130e-02
4.40000000e-01,3.92392750e-03,5.00317041e-03,5.41390050e-03,5.20452317e-03,2.87124693e-02
4.50000000e-01,3.88166243e-03,4.97497900e-03,5.39644081e-03,5.18522989e-03,2.87129581e-02
4.60000000e-01,3.84155440e-03,4.94572185e-03,5.37632164e-03,5.16375154e-03,2.87213968e-02
4.70000000e-01,3.80345276e-03,4.91575012e-03,5.35372687e-03,5.14030978e-03,2.87377939e-02
4.80000000e-01,3.76719779e-03,4.88548919e-03,5.32889538e-03,5.11517765e-03,2.87621889e-02
4.90000000e-01,3.73260423e-03,4.85535229e-03,5.30205495e-03,5.08863144e-03,2.87946710e-02
5.00000000e-01,3.69952912e-03,4.82575302e-03,5.27343671e-03,5.06093826e-03,2.88353095e-02
5.10000000e-01,3.66779442e-03,4.79718770e-03,5.24333701e-03,5.03244284e-03,2.88842387e-02
5.20000000e-01,3.63726085e-03,4.77013581e-03,5.21204565e-03,5.00347738e-03,2.89415887e-02
5.30000000e-01,3.60790219e-03,4.74506891e-03,5.17984326e-03,4.97437387e-03,2.90075297e-02
5.40000000e-01,3.57961759e-03,4.72250381e-03,5.14705768e-03,4.94551202e-03,2.90822502e-02
5.50000000e-01,3.55238020e-03,4.70296764e-03,5.11403168e-03,4.91728485e-03,2.91659912e-02
