6.00010000e+04,1.11722316e+01,1.11602993e+01,1.19322692e-02
6.00110000e+04,3.16320884e+00,3.16269042e+00,5.18416344e-04
6.00210000e+04,2.26923436e+00,2.26822642e+00,1.00793398e-03
6.00310000e+04,2.10354880e+00,2.10320467e+00,3.44131095e-04
6.00410000e+04,2.04971636e+00,2.04939936e+00,3.17007490e-04
6.00510000e+04,1.91135667e+00,1.91097659e+00,3.80083924e-04
6.00610000e+04,1.91967061e+00,1.91934040e+00,3.30203753e-04
6.00710000e+04,1.88288405e+00,1.88255913e+00,3.24915223e-04
6.00810000e+04,1.84840613e+00,1.84807360e+00,3.32530623e-04
6.00910000e+04,1.83376266e+00,1.83343360e+00,3.29061837e-04
6.01010000e+04,1.81399752e+00,1.81366906e+00,3.28465638e-04
6.01110000e+04,1.79455870e+00,1.79423464e+00,3.24051742e-04
6.01210000e+04,1.77902054e+00,1.77870048e+00,3.20059659e-04
6.01310000e+04,1.76476967e+00,1.76445106e+00,3.18617811e-04
6.01410000e+04,1.75304840e+00,1.75273169e+00,3.16708723e-04
6.01510000e+04,1.74192423e+00,1.74160875e+00,3.15478960e-04
6.01610000e+04,1.73205569e+00,1.73174143e+00,3.14261957e-04
6.01710000e+04,1.72310461e+00,1.72279143e+00,3.13177122e-04
6.01810000e+04,1.71490790e+00,1.71459576e+00,3.12143741e-04
6.01910000e+04,1.70741333e+00,1.70710220e+00,3.11130916e-04
6.02010000e+04,1.70050929e+00,1.70019913e+00,3.10161110e-04
6.02110000e+04,1.69355525e+00,1.69324911e+00,3.06141294e-04
6.02210000e+04,1.68620976e+00,1.68590623e+00,3.03526237e-04
6.02310000e+04,1.68061059e+00,1.68030969e+00,3.00902263e-04
6.02410000e+04,1.67522179e+00,1.67492271e+00,2.99083742e-04
6.02510000e+04,1.67055661e+00,1.67025928e+00,2.97333568e-04
6.02610000e+04,1.66608992e+00,1.66579406e+00,2.95863450e-04
6.02710000e+04,1.66203707e+00,1.66174256e+00,2.94514727e-04
6.02810000e+04,1.65825847e+00,1.65796515e+00,2.93325996e-04
6.02910000e+04,1.65478279e+00,1.65449055e+00,2.92237368e-04
6.03010000e+04,1.65156600e+00,1.65127476e+00,2.91243072e-04
6.03020000e+04,8.83325508e+00,8.82220134e+00,1.10537360e-02
6.03120000e+04,2.72817800e+00,2.72733110e+00,8.46900082e-04
6.03220000e+04,1.67255299e+00,1.67180868e+00,7.44305827e-04
6.03320000e+04,1.45726298e+00,1.45675134e+00,5.11639373e-04
6.03420000e+04,1.53098795e+00,1.53057779e+00,4.10152869e-04
6.03520000e+04,1.43237306e+00,1.43200194e+00,3.71120731e-04
6.03620000e+04,1.40746645e+00,1.40712991e+00,3.36536955e-04
6.03720000e+04,1.41064641e+00,1.41033906e+00,3.07355222e-04
6.03820000e+04,1.39286245e+00,1.39257227e+00,2.90175515e-04
6.03920000e+04,1.37980729e+00,1.37952961e+00,2.77678209e-04
6.04020000e+04,1.37195052e+00,1.37168381e+00,2.66705726e-04
6.04120000e+04,1.36836462e+00,1.36811100e+00,2.53620041e-04
6.04220000e+04,1.36249352e+00,1.36225126e+00,2.42260218e-04
6.04320000e+04,1.35670266e+00,1.35646974e+00,2.32919860e-04
6.04420000e+04,1.35141092e+00,1.35118568e+00,2.25239092e-04
6.04520000e+04,1.34653053e+00,1.34631163e+00,2.18903626e-04
6.04620000e+04,1.34206146e+00,1.34184790e+00,2.13557071e-04
6.04720000e+04,1.33792161e+00,1.33771260e+00,2.09005475e-04
6.04820000e+04,1.33405557e+00,1.33385047e+00,2.05102249e-04
6.04920000e+04,1.33050987e+00,1.33030816e+00,2.01706314e-04
6.05020000e+04,1.32723488e+00,1.32703614e+00,1.98735411e-04
6.05120000e+04,1.32718585e+00,1.32699185e+00,1.94004523e-04
6.05220000e+04,1.32532885e+00,1.32513904e+00,1.89814044e-04
