7.371894052159041166e+02,7.691375504508614540e+02,7.758667080812156200e+02,7.778727337848395109e+02,7.887999558625742793e+02,8.005549042755737901e+02,7.751057141134515405e+02,8.047508678222075105e+02,7.924243036815896630e+02,7.777076907306909561e+02
2.390391634590923786e+01,2.827069984190165997e+01,2.444043645821511745e+01,2.498472107760608196e+01,2.457629057671874762e+01,2.406009146105498075e+01,2.459655310586094856e+01,2.471624283120036125e+01,2.403974878229200840e+01,2.913855424243956804e+01
2.339697569329291582e+01,2.795199054013937712e+01,2.785406726226210594e+01,2.485470625292509794e+01,2.624215206876397133e+01,2.877882715407758951e+01,3.157371113263070583e+01,2.945632178056985140e+01,2.362071900162845850e+01,3.038556758407503366e+01
2.720260637439787388e+01,2.389886872097849846e+01,2.791326893866062164e+01,2.834849674440920353e+01,2.352237021829932928e+01,3.099928067903965712e+01,2.531583310849964619e+01,2.999843844305723906e+01,2.426512127276510000e+01,2.583430963847786188e+01
2.971468585263937712e+01,2.436618350166827440e+01,2.807466544862836599e+01,3.077967208810150623e+01,2.798369497619569302e+01,2.363803078047931194e+01,2.426589816901832819e+01,2.866514497622847557e+01,2.423863606434315443e+01,2.888035626988857985e+01
2.457696752157062292e+01,2.428344474639743567e+01,3.165632795542478561e+01,2.755969825387001038e+01,2.636807284969836473e+01,2.504631875921040773e+01,2.791392999421805143e+01,2.454408743605017662e+01,2.472121637873351574e+01,3.255227440223097801e+01
2.321831252053380013e+01,2.612255844660103321e+01,3.029860904347151518e+01,2.823151043243706226e+01,3.079904823284596205e+01,2.542049732524901628e+01,2.415881151240319014e+01,2.537601104378700256e+01,2.463527081999927759e+01,2.950913062412291765e+01
2.685505163855850697e+01,2.429112726170569658e+01,2.372387899830937386e+01,3.275641460902988911e+01,2.490422419644892216e+01,2.643327356502413750e+01,2.343714571278542280e+01,3.043740456923842430e+01,2.393151295930147171e+01,2.482174308504909277e+01
3.147522742580622435e+01,2.401477447524666786e+01,2.444663651753216982e+01,2.591768719907850027e+01,2.474039279669523239e+01,3.190520360413938761e+01,2.412136508896946907e+01,2.430635890178382397e+01,3.126357059646397829e+01,2.465398514270782471e+01
2.703862944617867470e+01,2.936509377975016832e+01,2.711967264674603939e+01,2.484133176133036613e+01,3.025919455569237471e+01,3.082025503367185593e+01,2.807573562953621149e+01,2.487007523793727160e+01,2.471120812278240919e+01,2.429102891217917204e+01
2.375872394070029259e+01,2.519570605549961329e+01,2.425256830453872681e+01,3.124697905778884888e+01,2.631399958394467831e+01,2.433127415738999844e+01,2.397716882638633251e+01,2.372967667505145073e+01,2.761235692724585533e+01,2.405518521834164858e+01
2.335651921853423119e+01,2.792876790091395378e+01,2.375529757048934698e+01,3.308647030871361494e+01,2.409438289422541857e+01,2.578951680660247803e+01,3.132239721436053514e+01,2.586363363265991211e+01,3.270336052589118481e+01,3.288489817641675472e+01
2.772873585578054190e+01,2.728113991860300303e+01,2.618672925233840942e+01,3.102665027324110270e+01,2.379305910412222147e+01,2.417084647715091705e+01,2.426498865336179733e+01,2.390839994978159666e+01,3.152010123338550329e+01,2.726304123364388943e+01
2.387005206849426031e+01,2.452495192270725965e+01,2.974386770650744438e+01,2.481334950029850006e+01,2.583764873258769512e+01,3.082109055947512388e+01,2.671738977823406458e+01,2.356628608051687479e+01,2.722336783260107040e+01,2.418009464535862207e+01
2.770494010858237743e+01,2.494171445630490780e+01,2.528889365680515766e+01,2.339657008275389671e+01,3.155466692801564932e+01,2.463581702113151550e+01,3.183761242683976889e+01,2.435560427047312260e+01,3.263843160308897495e+01,2.597766486182808876e+01
3.011166151706129313e+01,2.621179566346108913e+01,2.601153747737407684e+01,3.124498812016099691e+01,3.114465844631195068e+01,2.968094920925796032e+01,2.358116848859935999e+01,2.486998137459158897e+01,2.546560565289109945e+01,2.405037692654877901e+01
3.151666069310158491e+01,3.045550062227994204e+01,2.513489617686718702e+01,2.397610435076057911e+01,2.984604298602789640e+01,3.151165149360895157e+01,2.441693869512528181e+01,3.207393099740147591e+01,3.062657959479838610e+01,2.806503346376121044e+01
2.453809562604874372e+01,2.791308788582682610e+01,2.405010523460805416e+01,2.404034269042313099e+01,2.933560247626155615e+01,2.415758272260427475e+01,2.443696302827447653e+01,2.744278712384402752e+01,2.506649544090032578e+01,2.905629021860659122e+01
2.741394451167434454e+01,3.183028312306851149e+01,2.434900888334959745e+01,3.084482169058173895e+01,2.903774845879524946e+01,2.599940988887101412e+01,2.819541872106492519e+01,2.379776857327669859e+01,2.556331639271229506e+01,2.698235305491834879e+01
2.620670399535447359e+01,2.394525934290140867e+01,2.408761673234403133e+01,2.565750375483185053e+01,2.463238315377384424e+01,3.122863837704062462e+01,2.953886798582971096e+01,3.207450788933783770e+01,2.878006228152662516e+01,2.387750185560435057e+01
2.829190159682184458e+01,2.530633760523051023e+01,3.024796401802450418e+01,2.527875872422009706e+01,3.015206987597048283e+01,2.739032552391290665e+01,2.753089709766209126e+01,3.229688000679016113e+01,2.446020219940692186e+01,2.881465249508619308e+01
3.020656803902238607e+01,2.569656240381300449e+01,3.022778661176562309e+01,2.383473226521164179e+01,3.045060975383967161e+01,2.443219273164868355e+01,2.414493987429887056e+01,2.447191989701241255e+01,3.270961355045437813e+01,2.487758151721209288e+01
2.744933926314115524e+01,3.191784699913114309e+01,2.557920301612466574e+01,3.065791477262973785e+01,2.814055774267762899e+01,2.583445227984338999e+01,3.250081768166273832e+01,2.874450451694428921e+01,2.355643540620803833e+01,2.452876341808587313e+01
2.644647303409874439e+01,2.750753394421190023e+01,2.425548728555440903e+01,2.633041974902153015e+01,2.801968793291598558e+01,2.951723192166537046e+01,3.168216054420918226e+01,2.907323484402149916e+01,2.460679484810680151e+01,2.433540195785462856e+01
2.471297375578433275e+01,3.104459000471979380e+01,2.516538451891392469e+01,2.425028230343014002e+01,2.700550858676433563e+01,2.671298741083592176e+01,2.527768190763890743e+01,2.386799957230687141e+01,3.178762097563594580e+01,2.393888924829661846e+01
2.457059505861252546e+01,2.340511454269289970e+01,2.537547995336353779e+01,3.210513807274401188e+01,3.247051574941724539e+01,2.393313284777104855e+01,3.029342004749923944e+01,3.135937538929283619e+01,2.673587823100388050e+01,2.640656026080250740e+01
2.766159921791404486e+01,3.029182544630020857e+01,2.398380586132407188e+01,3.108522108476608992e+01,2.778916706331074238e+01,2.357104124315083027e+01,2.723405042756348848e+01,3.141579345520585775e+01,2.805601385328918695e+01,3.190517473872750998e+01
2.401591789815574884e+01,2.773338749632239342e+01,2.357517264597117901e+01,2.585551701392978430e+01,3.255342266708612442e+01,2.477016490697860718e+01,3.244547992013394833e+01,2.677578895632177591e+01,2.475800065230578184e+01,3.233577333483844995e+01
2.813007048238068819e+01,2.396808839868754148e+01,3.042681788653135300e+01,2.971243721153587103e+01,3.112899290025234222e+01,3.015948522370308638e+01,3.314213830884546041e+01,3.175868088845163584e+01,2.423755211848765612e+01,3.088253157306462526e+01
3.110087222233414650e+01,2.367164842411875725e+01,2.446515730954706669e+01,3.033557002805173397e+01,3.034539227839559317e+01,2.739306955784559250e+01,2.724211374204605818e+01,2.857791826780885458e+01,2.419955846294760704e+01,3.209127240162342787e+01
2.689152347762137651e+01,2.271100240014493465e+01,2.436057447455823421e+01,2.474789923895150423e+01,2.457027199864387512e+01,2.652652279473841190e+01,2.515867180749773979e+01,3.137115705944597721e+01,3.126012768875807524e+01,3.254717505443841219e+01
2.742543936055153608e+01,2.328736792877316475e+01,2.630298563651740551e+01,2.503820373117923737e+01,2.470748691726475954e+01,2.439499119669198990e+01,3.020901322830468416e+01,3.214256850630044937e+01,2.597708605416119099e+01,2.423108530510216951e+01
2.960735624190419912e+01,3.069749319832772017e+01,3.322374973539263010e+01,2.612905798014253378e+01,2.736560103110969067e+01,2.422067377623170614e+01,2.427403365913778543e+01,3.179882258642464876e+01,2.431539872940629721e+01,2.521916483994573355e+01
2.549690665025264025e+01,2.631149862520396709e+01,2.416622187383472919e+01,2.518130238354206085e+01,3.169053045660257339e+01,2.581698312424123287e+01,3.038551052380353212e+01,3.259090872760862112e+01,2.459739546012133360e+01,2.667303711548447609e+01
2.964399778377264738e+01,2.445653961226344109e+01,2.767659799568355083e+01,2.808818512782454491e+01,2.898000216018408537e+01,2.482526458427309990e+01,2.765266146045178175e+01,2.686264050193130970e+01,2.410182409174740314e+01,3.130658405739814043e+01
2.864799638930708170e+01,2.371629873756319284e+01,2.399473948590457439e+01,3.130330508388578892e+01,2.954089323151856661e+01,2.429715274646878242e+01,2.515123901981860399e+01,3.246630937512964010e+01,2.414172748569399118e+01,3.083688243292272091e+01
2.225109429191797972e+01,2.504282650351524353e+01,2.961127998586744070e+01,2.589927185606211424e+01,2.713197306822985411e+01,2.599859165865927935e+01,2.612136038299649954e+01,2.441039560828357935e+01,2.880692347232252359e+01,2.437507398240268230e+01
2.315022361371666193e+01,2.943034174852073193e+01,2.389808113221079111e+01,2.747304500453174114e+01,3.047228192444890738e+01,3.388194884359836578e+01,2.728878391999751329e+01,3.182533294241875410e+01,2.480469888914376497e+01,2.784680504910647869e+01
2.408370813913643360e+01,2.820680694095790386e+01,2.529508889466524124e+01,2.587706906069070101e+01,2.374659873265773058e+01,2.818890415690839291e+01,3.209986447915434837e+01,2.576766559015959501e+01,2.513743446953594685e+01,2.878729501087218523e+01
3.029912881553173065e+01,3.119062682427465916e+01,3.110641226544976234e+01,3.212826331332325935e+01,3.078169022873044014e+01,2.379409406706690788e+01,2.676274135336279869e+01,3.223931907862424850e+01,2.739687721431255341e+01,2.895909226778894663e+01
2.723433078173547983e+01,3.168270057253539562e+01,2.828363166749477386e+01,3.122411549463868141e+01,2.754190225340425968e+01,2.428752019256353378e+01,3.167301468923687935e+01,2.457635161746293306e+01,2.955394968297332525e+01,2.818893540557473898e+01
3.019336483441293240e+01,2.591364111099392176e+01,2.979062911588698626e+01,3.172825358714908361e+01,2.907645859941840172e+01,2.883316647540777922e+01,3.027765296027064323e+01,3.115601771604269743e+01,2.610761083476245403e+01,3.258550388645380735e+01
2.435489121824502945e+01,2.974505088478326797e+01,2.324587063118815422e+01,2.817204170953482389e+01,3.172213343344628811e+01,3.037085747160017490e+01,2.484264895599335432e+01,2.968950089067220688e+01,2.510595503728836775e+01,3.227095634676516056e+01
2.683701495826244354e+01,2.819825115613639355e+01,2.346902247052639723e+01,2.510670281201601028e+01,2.602570720482617617e+01,2.750235342420637608e+01,2.494931307341903448e+01,2.435503829829394817e+01,3.111770344153046608e+01,3.104819920007139444e+01
2.421645324956625700e+01,2.383301514480262995e+01,2.295172851067036390e+01,2.755560028459876776e+01,2.566403949260711670e+01,2.481886926759034395e+01,2.386680479906499386e+01,3.079755903407931328e+01,2.683929403964430094e+01,2.789072651974856853e+01
3.139818245824426413e+01,2.448240526020526886e+01,2.728640384692698717e+01,2.496642551384866238e+01,2.856972583848983049e+01,2.872353406343609095e+01,2.423448980506509542e+01,3.101723918784409761e+01,2.651684216130524874e+01,2.436951373983174562e+01
